553940481,83793958
834793659,22127049
92321528,253263722
246586933,928475759
789461205,644210104
774624422,508176387
15285744,383197493
322734437,132537294
43355938,853427889
360469671,96856584
881344401,460781843
493998356,294093093
513538311,742624942
485786636,406430434
844159878,624748955
861730420,931581625
887264664,182016795
401377460,69220039
130446856,554693089
540752707,971660131
957687982,474454491
29587530,240900070
641337525,315302789
544028987,47492414
194895120,533313659
155179434,409705194
621329257,49501737
532496203,170281314
474467766,391778733
902685844,663151312
155237447,732626317
756887818,329526410
543688479,329051542
272303149,246200558
836777288,833644969
482859118,298644620
387357973,375049820
554910669,21723081
922610259,749566683
462260042,668124410
140194261,1572079
544230752,808571107
847293488,292117218
482821647,916167256
593570273,574348063
190672877,850657689
306890372,299067386
199207168,890297051
660643992,597610501
856177388,696425487
511617761,298308681
474246915,740709965
317973294,177382064
941709047,117299547
444980998,251409399
902561130,67397109
730393939,298705779
805889624,826837854
533256380,224394409
280575641,482033841
784916602,911259885
186682843,47660526
598576632,743827801
816134733,614109184
292269627,234776721
82062631,874531664
724500050,828085216
444058538,865000928
271974332,191098892
43297110,635838322
979224275,791049419
243751550,856813062
934099055,217090101
499540137,239031773
166507812,178678819
178537868,101147079
961994288,38324866
929054224,805958228
602560436,545324724
90918335,789773136
448915048,764765089
728975918,412391225
750371373,935999444
84240780,652286293
447591695,931832016
821466933,417291614
102957641,430052384
915364227,16474665
16490155,779229803
311583783,438652636
384360805,764883399
877786353,159254493
914944841,442626271
613167361,60844081
306994292,706791829
553631232,264583555
10714182,395027390
915193662,342797491
688657889,288892430
746792875,561535720
682374713,112593346
501738335,305818649
88526503,589038351
584966044,715637598
871117388,722737531
266449275,641876528
836705852,543728227
320008175,920433904
199101519,262172463
436005816,911770698
616174520,280556304
867232381,786362523
795120983,847744451
91238389,733305810
428317146,36500612
319080989,632350861
441042283,583425380
343475298,214561123
978098858,555740744
257008513,124952169
723806445,92833074
378860274,515600328
169078037,605795124
641063136,231118534
361125331,186353374
331373006,802660143
164057771,745781520
455747366,387265637
314412223,201698021
120406406,706659419
442305139,795963401
354142037,954906796
292729906,725050232
138370899,498811432
788540058,225454941
76753789,364131375
951705976,505227716
813119771,42504483
199558352,401395840
470441181,890827616
983785264,695388791
615328423,634016596
17384154,779315859
976474142,640049608
915040000,119449548
29291138,996647513
846948902,913349402
704412443,770724508
587463968,179651284
691300420,901069865
947526414,987954005
661582693,144738739
571525742,950440837
830410622,337112285
817502439,369845269
900593240,523460692
178778568,450214510
966055844,37819225
888092989,107106423
366017772,773413900
173408888,798293930
274277653,959568683
634302784,85519420
529213675,997016413
793249414,62972232
718526046,391933760
171573328,202189402
487884797,576986497
771514080,648774340
749849899,223597959
590460968,976794107
224261798,880572151
129982575,267755484
316513293,115206339
122317004,997189122
258801247,332591801
293104548,881346602
950565730,758961308
135975122,546573703
74810177,626326938
506360711,149914263
97169900,985599045
684614493,271913153
671226242,181034357
654332716,900760284
745860776,408869056
496816732,981789329
106955644,234134757
271035517,459458986
948149442,631528666
405144693,434019950
501096696,43703344
784711012,907496849
597446156,480238451
259638836,480337138
818560491,135576807
487310758,148357836
698477630,389869987
192826437,114088045
846501801,683802118
862927617,881632283
847349318,320990043
385990947,546940482
299810326,466812036
118740804,2412671
825325507,350890125
157187318,672391880
384483051,371967251
11814755,935223309
617450308,100049254
313484025,174351028
807186578,950396891
