67362050,412297525
130839891,429286566
553071537,799800882
430026805,603253610
508121687,280962693
939574038,549869272
723782332,948380406
714282517,311387828
712459739,891692391
334698573,352291013
713122598,770285804
296519426,531306785
903284142,209287424
607334939,825868552
392232416,641973395
596563174,974892214
999437639,699360301
624944480,787190473
352722462,481707228
119847428,407341723
537722848,921253437
459173111,353677223
204839979,986963304
258456409,21388955
262748245,982698167
727408044,871367042
503151142,145151107
984383947,690091638
181344016,898083979
976973577,129884120
795441378,399997946
489330778,827513918
957829725,194523627
74579694,747379187
763216652,165419730
894448723,509858767
110778228,471039119
543961058,666934748
942768161,683979449
823846790,392400560
271838941,183626868
557062114,784616229
706683944,473720223
994435645,351431801
611742831,72249197
804855969,945391567
794731249,629260638
994703424,900810828
111586124,7560674
748130720,386879614
394395053,341580886
786905507,651943303
762533536,404155776
960524625,488972688
770190997,4468446
78871145,912742696
369597279,332869382
997613563,713643448
544733054,712603365
55691275,816697813
376440998,434598983
467449745,986176456
580380590,352113080
336105972,293558879
926747183,434060912
638292636,421994446
956057305,380659977
537736609,762530154
564591997,110840458
967871749,83198630
577238403,870305589
625959764,915152954
758437204,101516584
17172138,118911452
739938628,635647006
238825843,902772499
625174117,935136002
538862917,451022536
496522668,568170130
553364827,649010036
64104067,312419033
184715590,579376786
182707536,712471580
869252038,174295818
522822444,849581513
100701176,733505170
284729218,216637216
908387681,501433302
842967507,810113554
623222306,895291184
706778139,435210753
9065102,196204623
335579737,231294552
279047844,807792468
528580454,593711317
951617271,690876452
654988067,414721491
789330607,501100825
890120944,127372151
930053458,891610459
259266465,898007770
213471755,794356118
303433400,710890783
824156281,620039107
413456348,663282027
876398949,400144370
669697429,565172098
762473990,8119492
438313979,815523436
279284447,514282728
949707143,414350934
539842321,324962013
308553831,523385522
441634712,138760907
478842120,51515203
295629991,679738301
582031159,844420324
306597061,917216592
960814270,16266500
701027867,152785386
249998862,348762786
238200954,386844767
49618112,711057488
969675645,73239189
91163150,888168302
167600035,93296339
356175163,446366489
544225768,855941786
184625090,933311923
56856608,363761659
368262987,356800174
661783731,896950791
735543415,602356851
231514094,131909407
280657256,29206338
472243664,319130281
833903342,126573273
254468364,905863245
137127927,874929868
575125468,946290076
822034462,374316569
541623019,498210354
436693203,922671401
12097433,350304740
88626939,119156556
684825179,492691267
821997289,578079699
216988529,594461925
538030459,579584243
539253347,200876124
747698506,597576788
459468259,859119127
377261476,974936532
730418416,611341353
861778191,495758851
44475061,618452986
785097578,568849136
136027184,462356748
73730728,433040304
489426594,748521132
527510202,943138546
334458141,163229595
39036297,331457240
561522794,420394039
905075190,637124972
42146746,175331252
320404140,22058314
830082017,853805729
292367509,725995029
665347389,609966069
244945634,396408146
510152724,349801850
564843940,483802959
649780290,950306853
569192741,468682894
434053477,413814749
971990451,787855569
933482346,12299538
565241258,478089932
442574151,929092880
855380067,978884504
854671944,47190246
736770926,299001630
741202449,272160250
13217266,1217405
715569835,406043869
764132404,849229684
18127590,139048313
573234458,360513569
826060535,982857083
654050944,318277156
376182006,417636198
426468327,826862498
358141569,860856664
772893595,598055006
297049492,432528006
177026450,671628185
152702070,821192597
659207246,45760693
136208802,600680944
599792789,670454465
574132729,395294273
612234799,289657396
39674400,619676635
543123707,320423634
872462748,143683144
441384809,248419328
308756217,330201876
652048419,896656816
516994287,648708047
60852789,442980021
11969801,737719185
332358746,601884841
980116720,238819597
290938265,261082663
334671500,478668751
424437586,57700942
939513823,871328125
525932409,110977481
924649978,899201045
653897766,917798203
274780227,343998016
818863815,778437982
507456164,819017910
406201225,118163362
604433715,766409052
60444676,616874012
859686943,849570910
972544823,921471412
894162797,852052607
659182509,718652230
755003574,425543299
850744370,349028523
6810812,666627158
486509622,103808249
292191382,849557063
16060873,735114090
111762766,265907993
630036634,503611146
324564289,483481994
773061769,227993592
86629850,653412049
605460961,564142243
310344659,199891079
175399383,83118214
343238810,532658866
817717944,891891220
36931206,385986553
224137207,566145086
235417706,99668491
203249030,15678947
373678157,803651530
998905555,197019516
391649425,645007491
283846006,397759386
792654330,783491147
833449583,372787246
222374383,1360087
202076377,296079485
603266646,9101836
841771350,279644615
676904959,999231035
239751977,365132630
184844207,110482962
323222998,582202749
613497646,457736950
