665612509,940735884
270817131,503709303
299016737,300893654
14938222,783509510
526342883,101215879
663273871,649276203
846703446,925501005
930181069,298420099
309022714,850488534
236556828,72747567
129526750,955594473
493448885,517619025
810256056,928215031
342953307,569726626
395709398,850954531
216066272,859639912
349152049,312080774
650305196,397059842
288762517,983566338
644306761,601859218
117284691,944107098
471141065,496283513
30235147,975964788
323494771,112960785
369031256,381175053
755395394,521342187
775486185,952589169
112173241,154188985
854359728,997202750
78602938,827443145
960274979,217090312
72869808,532368177
467303882,909834381
481740066,799489869
931525847,343352284
955715974,293443677
569596442,473754371
140632860,37333954
50129773,821485498
662493221,527932974
584039862,183010532
371289192,824243795
749372675,276132579
847053845,757886730
960976164,449113785
193315589,527321198
582607674,698207087
851248137,677480809
929837558,712089406
563198295,422020605
613871728,503761484
900748117,624495559
803514568,469495956
267854587,775346551
133848722,575372646
887673381,340240836
774406864,108927200
510453373,202679114
255402613,874043575
642343312,152788890
204981002,645402698
902419666,410803433
318231769,715562533
86138719,885113224
166642558,950271464
982113483,421552170
92472436,695714907
889178595,696115339
659749445,961331630
642422450,992378441
811573920,484889808
766282130,475557176
557638019,562585455
27055273,22669628
475571557,37589276
583636602,468080332
601818502,730761890
278394450,180288635
818023749,53145676
33414671,853847366
633415266,104537195
288486614,190631839
407298233,887371338
151453238,277903684
767343883,23378677
948531497,689613241
600862494,235351522
164963842,645756725
674000250,75399073
608154703,33873377
148878401,251984741
653386646,81759845
50962580,52486764
219028241,436518983
592308480,22416272
572704739,613089657
529549930,532077826
881189823,136424790
357929459,849644796
455983374,761799706
451543787,859854558
903287685,607529874
690899707,657129081
798394530,670346009
424714924,574260153
462823762,229188252
888450871,116844234
289779947,266270005
982725036,189078036
658439571,499712683
906028215,447349778
41018061,387952110
543910766,153324774
918079660,445515362
585356797,378879836
65492759,96031120
659632163,503205340
517279062,349491901
453975858,496443284
637627988,761990761
358998260,34879635
774498167,358223771
762924588,826239073
721493128,682233572
191804230,382290850
399388671,373395579
253239181,844618883
827318618,13799274
704122768,290479528
946465202,219075838
469242459,421672213
964463157,569657205
123957305,123196860
521460480,847946550
321452844,298126750
810559175,576238745
734793040,635488914
344004772,71993582
471961446,32291767
784652224,34773873
877033910,453455024
627395004,869301581
720604016,54688345
403695111,379882084
349495058,149455418
150653071,866458403
646192064,326519841
361858981,90910021
189879297,729472749
208634750,723817656
683464751,558719525
115181783,162818687
614142608,382975692
404355073,954967768
218631948,364771653
875719742,573487365
658444066,131081148
729586761,707384217
